팀,이름,생일,일자,상대,결과,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
두산,페르난데스,1988-04-27,05-07,KIA,W 4:3,2,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.365,0.441,0.574,1.016,16,0.62,-0.02,-0.026
두산,페르난데스,1988-04-27,05-08,KIA,W 1:0,2,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.362,0.4370000000000001,0.5660000000000001,1.003,16,1.22,-0.63,-0.051
두산,페르난데스,1988-04-27,05-09,KIA,L 3:5,2,1B,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.4270000000000001,0.551,0.978,11,0.6,-0.48,-0.018000000000000002
두산,페르난데스,1988-04-27,05-10,@NC,L 11:12,2,DH,1,5,2,3,1,0,1,7,5,0,0,0,0,0,0,0,0,0,0.36,0.4320000000000001,0.578,1.009,12,0.63,3.3,0.237
두산,페르난데스,1988-04-27,05-11,@NC,W 12:0,2,DH,1,5,1,2,1,0,1,6,4,0,0,0,0,0,0,0,0,0,0.361,0.431,0.596,1.027,21,0.27,2.97,0.086
두산,페르난데스,1988-04-27,05-12,@NC,W 3:2,3,DH,1,3,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0.361,0.4320000000000001,0.5920000000000001,1.024,18,1.18,1.4,0.191
두산,페르난데스,1988-04-27,05-14,삼성,L 3:4,2,DH,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.35600000000000004,0.426,0.58,1.007,21,1.82,-1.24,-0.184
두산,페르난데스,1988-04-27,05-15,삼성,W 3:1,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.348,0.418,0.5670000000000001,0.985,18,0.76,-0.97,-0.053
두산,페르난데스,1988-04-27,05-16,삼성,W 4:1,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0.41,0.555,0.965,23,0.71,-0.8,-0.07200000000000001
두산,페르난데스,1988-04-27,05-17,@SK,W 3:1,2,DH,1,5,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0.348,0.414,0.556,0.97,15,1.22,-0.8,-0.073
두산,페르난데스,1988-04-27,05-18,@SK,W 10:5,2,DH,1,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.342,0.407,0.544,0.951,20,1.4,0.09,-0.044
두산,페르난데스,1988-04-27,05-21,@KT,L 7:12,2,DH,1,4,2,2,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0.345,0.412,0.5479999999999999,0.96,12,1.33,0.4,0.075
두산,페르난데스,1988-04-27,05-22,@KT,L 1:3,2,DH,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.348,0.413,0.552,0.966,17,1.21,0.53,0.118
두산,페르난데스,1988-04-27,05-23,@KT,L 2:3,2,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34600000000000003,0.41,0.546,0.957,8,0.82,-0.29,-0.029
두산,페르난데스,1988-04-27,05-24,한화,L 3:4,2,DH,1,4,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.349,0.415,0.545,0.96,20,1.78,0.36,0.083
두산,페르난데스,1988-04-27,05-25,한화,W 7:4,3,DH,1,3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.344,0.414,0.5379999999999999,0.952,28,1.29,0.28,-0.083
두산,페르난데스,1988-04-27,05-26,한화,W 2:1,3,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.34,0.412,0.53,0.942,16,1.16,-0.15,0.0
두산,페르난데스,1988-04-27,05-28,삼성,W 4:1,3,DH,1,4,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.342,0.413,0.534,0.947,10,0.62,1.19,0.132
두산,페르난데스,1988-04-27,05-29,삼성,W 3:2,3,DH,1,4,2,4,2,0,1,9,1,0,0,0,0,0,0,0,0,0,0.354,0.422,0.565,0.987,11,0.38,1.85,0.173
두산,페르난데스,1988-04-27,05-30,삼성,L 1:2,2,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35200000000000004,0.42,0.5589999999999999,0.979,10,1.55,-0.58,-0.114
두산,페르난데스,1988-04-27,05-31,@KT,L 2:3,2,1B,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.349,0.415,0.552,0.967,18,1.52,-1.69,-0.171
두산,페르난데스,1988-04-27,06-01,@KT,L 3:13,2,1B,1,5,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.34600000000000003,0.411,0.5489999999999999,0.96,9,0.22,0.24,0.016
두산,페르난데스,1988-04-27,06-02,@KT,W 7:4,2,DH,1,5,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.34700000000000003,0.411,0.545,0.957,23,0.61,0.12,0.015
두산,페르난데스,1988-04-27,06-04,@KIA,W 7:2,2,1B,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.341,0.407,0.537,0.944,25,0.61,-0.85,-0.013
두산,페르난데스,1988-04-27,06-05,@KIA,W 5:4,3,1B,1,4,1,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0.344,0.411,0.54,0.951,19,1.02,0.35,0.019
두산,페르난데스,1988-04-27,06-06,@KIA,L 3:12,2,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.34,0.408,0.534,0.942,16,0.71,-2.04,-0.093
두산,페르난데스,1988-04-27,06-07,키움,W 7:1,3,1B,1,4,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.34600000000000003,0.413,0.537,0.95,15,0.59,0.86,0.035
두산,페르난데스,1988-04-27,06-08,키움,L 4:5,3,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.345,0.411,0.5329999999999999,0.944,18,0.94,-0.56,-0.073
두산,페르난데스,1988-04-27,06-09,키움,L 0:4,2,DH,1,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.34700000000000003,0.412,0.532,0.944,15,0.47,0.11,0.027000000000000003
두산,페르난데스,1988-04-27,06-11,@한화,L 1:4,2,DH,1,5,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0.35200000000000004,0.415,0.5329999999999999,0.949,15,1.28,-0.02,0.021
두산,페르난데스,1988-04-27,06-12,@한화,W 9:6,2,DH,1,4,1,4,1,0,0,5,2,0,0,1,0,0,0,0,0,0,0.361,0.425,0.544,0.969,19,0.85,3.45,0.234
두산,페르난데스,1988-04-27,06-13,@한화,W 7:2,2,DH,1,3,1,2,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0.365,0.431,0.5489999999999999,0.98,16,0.78,1.01,0.08199999999999999
두산,페르난데스,1988-04-27,06-14,LG,W 7:4,2,DH,1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.363,0.429,0.544,0.973,11,0.49,0.46,-0.033
두산,페르난데스,1988-04-27,06-15,LG,L 3:4,2,DH,1,5,0,3,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0.3670000000000001,0.431,0.5489999999999999,0.98,13,3.01,0.03,-0.182
두산,페르난데스,1988-04-27,06-16,LG,W 5:3,2,DH,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.363,0.431,0.5429999999999999,0.974,17,1.13,0.69,0.106
두산,페르난데스,1988-04-27,06-18,NC,W 10:7,2,DH,1,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.363,0.433,0.541,0.974,16,1.37,1.07,0.122
두산,페르난데스,1988-04-27,06-19,NC,W 1:0,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.358,0.428,0.534,0.962,14,0.85,-0.88,-0.066
두산,페르난데스,1988-04-27,06-20,NC,W 14:2,2,DH,1,4,1,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0.35700000000000004,0.428,0.5329999999999999,0.961,12,0.56,0.17,0.053
두산,페르난데스,1988-04-27,06-21,@SK,L 1:14,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35200000000000004,0.423,0.526,0.949,11,0.67,-0.91,-0.063
두산,페르난데스,1988-04-27,06-22,@SK,L 0:3,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34700000000000003,0.418,0.519,0.937,15,0.77,-0.88,-0.078
두산,페르난데스,1988-04-27,06-23,@SK,L 2:3,2,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.34600000000000003,0.416,0.516,0.932,15,0.76,-0.49,-0.037000000000000005
두산,페르난데스,1988-04-27,06-25,@삼성,L 2:11,2,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.345,0.414,0.513,0.927,8,0.52,-0.06,-0.006999999999999999
두산,페르난데스,1988-04-27,06-27,@삼성,W 9:1,2,1B,1,5,2,4,1,0,1,8,2,0,0,0,0,0,0,0,0,0,0.35200000000000004,0.419,0.53,0.949,19,0.63,2.59,0.192
두산,페르난데스,1988-04-27,06-28,롯데,W 3:2,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.348,0.415,0.523,0.938,13,0.64,-0.94,-0.07
두산,페르난데스,1988-04-27,06-29,롯데,L 0:4,2,DH,1,4,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0.34700000000000003,0.415,0.523,0.937,20,0.68,0.38,0.041
두산,페르난데스,1988-04-27,06-30,롯데,L 0:4,2,DH,1,4,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.35100000000000003,0.418,0.529,0.947,14,1.09,0.25,0.049
두산,페르난데스,1988-04-27,07-02,@키움,L 3:6,2,DH,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,0.416,0.525,0.942,8,0.87,-0.4,-0.039
두산,페르난데스,1988-04-27,07-03,@키움,W 3:1,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34600000000000003,0.412,0.519,0.931,15,0.61,-1.25,-0.107
두산,페르난데스,1988-04-27,07-04,@키움,W 4:1,2,DH,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.345,0.41,0.516,0.926,6,0.6,-0.37,-0.008
두산,페르난데스,1988-04-27,07-05,SK,L 6:8,2,DH,1,5,1,3,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0.349,0.413,0.526,0.939,21,1.08,1.23,0.081
두산,페르난데스,1988-04-27,07-06,SK,L 2:4,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.345,0.409,0.52,0.928,13,0.82,-0.74,-0.083
두산,페르난데스,1988-04-27,07-07,SK,W 5:4,2,DH,1,6,1,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0.34700000000000003,0.41,0.519,0.929,23,1.07,0.89,0.057
두산,페르난데스,1988-04-27,07-09,@LG,W 11:4,2,DH,1,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0.34600000000000003,0.407,0.516,0.924,13,1.04,0.05,0.092
두산,페르난데스,1988-04-27,07-11,@LG,W 8:4,2,DH,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.342,0.405,0.511,0.916,17,0.64,-1.11,-0.07200000000000001
두산,페르난데스,1988-04-27,07-12,@롯데,L 1:2,2,DH,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.4,0.504,0.904,15,1.94,-1.46,-0.231
두산,페르난데스,1988-04-27,07-13,@롯데,W 4:3,4,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.335,0.399,0.5,0.899,15,1.43,-1.07,-0.139
두산,페르난데스,1988-04-27,07-14,@롯데,W 8:2,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.334,0.398,0.499,0.8959999999999999,5,0.61,-0.66,-0.029
두산,페르난데스,1988-04-27,07-16,KT,L 2:7,5,DH,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.334,0.399,0.4970000000000001,0.8959999999999999,12,0.82,0.38,0.051
두산,페르난데스,1988-04-27,07-17,KT,L 4:6,6,PH,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.336,0.4,0.499,0.899,2,1.01,0.86,0.055
두산,페르난데스,1988-04-27,07-18,KT,L 4:7,2,DH,1,5,1,2,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0.337,0.4,0.505,0.905,12,1.1,1.41,0.126
두산,페르난데스,1988-04-27,07-27,KIA,W 12:1,2,DH,1,3,2,2,1,0,0,3,2,0,0,3,0,0,0,0,0,0,0.339,0.406,0.509,0.915,29,0.26,2.46,0.073
두산,페르난데스,1988-04-27,07-30,@NC,W 9:1,2,DH,1,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.338,0.404,0.505,0.909,13,0.64,-0.29,0.015
두산,페르난데스,1988-04-27,07-31,@NC,L 4:8,2,DH,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.338,0.404,0.504,0.908,12,0.71,-0.01,-0.012
두산,페르난데스,1988-04-27,08-01,@NC,W 3:2,5,DH,1,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0.339,0.404,0.504,0.908,18,2.14,1.13,0.277
두산,페르난데스,1988-04-27,08-03,@롯데,L 1:2,5,DH,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.339,0.403,0.502,0.906,8,2.66,0.33,0.126
두산,페르난데스,1988-04-27,08-04,@롯데,L 4:9,5,DH,1,3,0,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0.342,0.406,0.506,0.912,11,0.34,1.17,0.017
두산,페르난데스,1988-04-27,08-06,한화,W 8:3,5,DH,1,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.341,0.406,0.504,0.91,17,0.63,-0.39,0.01
두산,페르난데스,1988-04-27,08-07,한화,L 5:7,5,DH,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.337,0.402,0.498,0.899,21,0.95,-1.81,-0.14300000000000002
두산,페르난데스,1988-04-27,08-08,KT,W 7:2,5,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.336,0.4,0.495,0.8959999999999999,11,0.43,-0.38,-0.045
두산,페르난데스,1988-04-27,08-09,KT,W 3:1,5,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.335,0.399,0.493,0.892,10,0.68,0.23,-0.043
두산,페르난데스,1988-04-27,08-10,@키움,L 2:10,3,DH,1,3,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0.337,0.402,0.494,0.8959999999999999,17,0.42,0.48,0.039
두산,페르난데스,1988-04-27,08-11,@키움,W 12:7,3,DH,1,6,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.339,0.403,0.494,0.898,13,0.35,2.34,0.059
두산,페르난데스,1988-04-27,08-13,@KIA,W 5:2,5,DH,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.341,0.404,0.494,0.898,18,0.93,0.17,0.023
두산,페르난데스,1988-04-27,08-14,@KIA,L 1:4,5,DH,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.339,0.405,0.4920000000000001,0.897,14,1.25,-0.03,0.038
두산,페르난데스,1988-04-27,08-16,LG,W 7:4,3,DH,1,4,1,2,0,0,1,5,4,0,0,0,0,0,0,0,0,1,0.341,0.405,0.499,0.904,26,0.64,0.98,0.138
두산,페르난데스,1988-04-27,08-17,롯데,W 9:2,3,DH,1,5,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.342,0.405,0.498,0.903,17,0.51,0.02,0.109
두산,페르난데스,1988-04-27,08-18,롯데,W 11:3,3,DH,1,5,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.342,0.405,0.4970000000000001,0.901,15,0.67,0.32,-0.034
두산,페르난데스,1988-04-27,08-20,@NC,L 2:3,2,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.339,0.402,0.4920000000000001,0.894,12,0.63,-0.59,-0.064
두산,페르난데스,1988-04-27,08-22,@삼성,W 13:1,5,DH,1,4,1,3,1,0,0,4,2,0,0,1,0,0,1,0,0,0,0.343,0.405,0.4970000000000001,0.902,18,0.6,1.58,-0.058
두산,페르난데스,1988-04-27,08-23,@삼성,W 8:4,5,DH,1,4,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0.342,0.403,0.495,0.898,25,1.57,0.13,-0.081
두산,페르난데스,1988-04-27,08-24,@한화,W 13:3,5,DH,1,5,1,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0.343,0.405,0.496,0.9,21,0.38,0.45,-0.044
두산,페르난데스,1988-04-27,08-25,@한화,W 3:2,5,DH,1,4,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0.34600000000000003,0.407,0.498,0.905,21,1.05,1.53,0.16899999999999998
두산,페르난데스,1988-04-27,08-27,SK,W 4:2,4,DH,1,4,1,2,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0.34700000000000003,0.408,0.506,0.914,18,0.51,0.59,0.12
두산,페르난데스,1988-04-27,08-28,SK,W 4:2,4,DH,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.34700000000000003,0.409,0.505,0.914,13,0.93,0.43,0.076
두산,페르난데스,1988-04-27,08-29,@KT,L 8:11,4,DH,1,4,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0.34600000000000003,0.408,0.503,0.912,23,1.28,-0.46,0.004
두산,페르난데스,1988-04-27,08-30,@KT,W 3:1,4,DH,1,4,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.348,0.409,0.505,0.914,6,1.67,0.68,0.102
두산,페르난데스,1988-04-27,08-31,삼성,W 5:3,4,DH,1,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.349,0.41,0.505,0.915,6,1.88,1.6,0.211
두산,페르난데스,1988-04-27,09-01,삼성,W 4:1,4,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34700000000000003,0.409,0.502,0.911,13,1.16,-1.41,-0.134
두산,페르난데스,1988-04-27,09-03,키움,L 2:5,4,DH,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.34700000000000003,0.409,0.501,0.91,17,1.31,-0.3,-0.029
두산,페르난데스,1988-04-27,09-08,@LG,L 1:2,4,DH,1,3,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.349,0.412,0.502,0.914,15,1.33,1.21,0.175
두산,페르난데스,1988-04-27,09-11,NC,L 0:4,4,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34600000000000003,0.409,0.498,0.907,13,0.72,-0.86,-0.075
두산,페르난데스,1988-04-27,09-12,KIA,W 5:0,4,DH,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.345,0.408,0.496,0.904,19,0.41,-0.03,0.039
두산,페르난데스,1988-04-27,09-13,KIA,W 6:2,4,DH,1,4,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.34600000000000003,0.408,0.496,0.904,17,0.46,-0.54,0.012
두산,페르난데스,1988-04-27,09-14,@SK,L 6:7,4,DH,1,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.344,0.407,0.4920000000000001,0.899,16,1.2,-0.65,-0.048
